Date,Title,Image
8 اکتوبر 2022,کیا پاکستانی بینک ملک میں ڈالر کی قدر میں ’مصنوعی‘ اضافے کا باعث بنے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/BC37/production/_115338184_mediaitem115338183.jpg
7 اکتوبر 2022,آڈیو لیکس: عمران خان کی مقبولیت پر کیا اثر پڑا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/6A41/production/_127010272_p0d5fh58.jpg
7 اکتوبر 2022,اتنی بارشوں کے بعد بھی پانی نہیں تو بتائیں ہم کدھر جائیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/D412/production/_127009245_mediaitem127009244.jpg
6 اکتوبر 2022,مذاق صرف پشتونوں کے بارے میں ہی کیوں؟ پی ٹی آئی سینٹرز کا واک آؤٹ، معافی کا مطالبہ,https://ichef.bbci.co.uk/news/240/cpsprodpb/10480/production/_126988666_mediaitem126988783.jpg
10 اکتوبر 2018,پاکستانی تاریخ کی ’تاریک ترین‘ رات جب ’ملک بچانے‘ کے لیے مارشل لا نافذ کیا گیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/1798/production/_127004060_gettyimages-50934873.jpg
7 اکتوبر 2022,پاکستان کی بنگلہ دیش کو 21 رنز سے شکست: مڈل آرڈر پھر ناکام، رضوان اکیلے کب تک؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/DF20/production/_127002175_rizwan.jpg
7 اکتوبر 2022,دی لیجنڈ آف مولا جٹ: ’بہت مشکل فلم تھی، کہہ لیں کہ ایک بہت بڑا پنگا تھا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1243A/production/_127001847_0q3a4966.jpg
7 اکتوبر 2022,ہرنائی سے اغوا ہونے والے سکیورٹی اہلکار کے بدلے بی ایل اے کی قیدیوں کے تبادلے کی پیشکش,https://ichef.bbci.co.uk/news/240/cpsprodpb/484E/production/_127001581_gettyimages-56730390.jpg
6 اکتوبر 2022,پٹرول کی قیمت میں کمی پر ڈار، مفتاح اختلاف: کیا پاکستان نے آئی ایم ایف شرائط کی خلاف ورزی کی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/53BF/production/_126993412_final.jpg
6 اکتوبر 2022,جنرل باجوہ کا دورہ امریکہ: الوداعی دورہ یا تعلقات میں بہتری کی کوشش؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/4DB0/production/_126988891_mediaitem126988889.jpg
6 اکتوبر 2022,متحدہ عرب امارات کی ویزہ پالیسی میں نرمی: مگر پاکستانیوں کو اس سے کیا فائدہ ہو سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/34B0/production/_126988431_mediaitem126988430.jpg
5 اکتوبر 2022,کرکٹ کے پرانے حریف: جب انتخاب عالم کے چٹکلے سُن کر بشن سنگھ بیدی کِھل اُٹھے,https://ichef.bbci.co.uk/news/240/cpsprodpb/1C1D/production/_126979170_cd0a48ea-925b-4306-80b5-725bfd3105cd.jpg
5 اکتوبر 2022,امریکی سفارتخانے کی ٹویٹس میں ’آزاد‘ جموں کشمیر: ’یہ جان کر اچھا لگا کہ امریکہ کہاں کھڑا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/3D47/production/_126978651_mediaitem126978649.jpg
5 اکتوبر 2022,پنجاب میں پولیس مقابلے: ’میرے شوہر کی کمائی ڈیڑھ لاکھ تھی، اسے ڈکیتی کا ملزم قرار دے کر مار دیا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/16EB/production/_126976850_maker.jpg
5 اکتوبر 2022,خنجراب پاس پر بنی دنیا کی بلند ترین اے ٹی ایم جہاں پہنچنے کے لیے بادلوں سے گزرنا پڑتا ہے,https://ichef.bbci.co.uk/news/240/cpsprodpb/11CFD/production/_126975927_mediaitem126962697.jpg
4 اکتوبر 2022,سپریم کورٹ کی آرٹیکل 62 ون ایف کی تشریح: ’تاحیات نااہلی ‘ سے ’کالا قانون‘ تک,https://ichef.bbci.co.uk/news/240/cpsprodpb/2F36/production/_126968021_mediaitem126967224.jpg
4 اکتوبر 2022,سائفر کیا ہوتا ہے اور وزیر اعظم ہاؤس سے غائب ہونے والی دستاویز کیا سائفر تھی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/13442/production/_123941987_79d962dc-e167-49aa-89c8-ed53ab10e029.jpg
4 اکتوبر 2022,’خجستہ کا کردار نبھانے کے لیے چائے والے پٹھان سے پشتو لہجہ سیکھنے کی کوشش کی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/E079/production/_126956475_mediaitem126956266.jpg
4 اکتوبر 2022,سلسلے توڑ گیا ’وہ‘ سبھی جاتے جاتے! عاصمہ شیرازی کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/CE5A/production/_126962825_mediaitem126962824.jpg
3 اکتوبر 2022,’بس مجھ پر یہ کیس بننا باقی ہے کہ چائے میں روٹی ڈبو کر کیوں کھاتا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/89AD/production/_126954253_mediaitem126954252.jpg
3 اکتوبر 2022,وہ بلوچ خاتون جس نے صوبے کی عورتوں کو تحصیلدار اور نائب تحصیلدار بننے کا حق دلوایا,https://ichef.bbci.co.uk/news/240/cpsprodpb/A99F/production/_126932434_whatsappimage2022-10-03at2.07.08pm-1.jpg
3 اکتوبر 2022,’زندگی میں کھانے پکانے کے دو ہی استاد رہے، ایک والدہ اور دوسری ساس‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/14F91/production/_126950958_21a7f6f6-fc73-4104-942d-0efbde2648d7.jpg
3 اکتوبر 2022,’پولیس نے سارہ انعام کا پاسپورٹ برآمد کروانا ہے،‘ شاہنواز کا مزید تین روزہ جسمانی ریمانڈ منظور,https://ichef.bbci.co.uk/news/240/cpsprodpb/3312/production/_126847031_sara.jpg
3 اکتوبر 2022,خوشدل شاہ: ’فقرے کسنے والوں کو احساس ہونا چاہیے کہ کرکٹرز بھی انسان ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/E2BB/production/_126934085_khushdil2.jpg
3 اکتوبر 2022,’جن سے سود پر کھاد اور بیج لیا وہ تو مجھے نہیں چھوڑیں گے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/13E7D/production/_126933518_flood1.jpg
3 اکتوبر 2022,’اس مڈل آرڈر کو منزل نہیں، رہنما چاہیے‘: سمیع چوہدری کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/334D/production/_126933131_pcb2.jpg
3 اکتوبر 2022,کیا نواز شریف کی واپسی کا دارومدار ’اسحاق ڈار کی کارکردگی‘ پر ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/100AE/production/_126901756_mediaitem126901755.jpg
3 اکتوبر 2022,نواز شریف: ’مجھے تاحیات نااہلی سپریم کورٹ سے ہوئی، اب کہا جا رہا ہے کہ یہ کالا قانون ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/366C/production/_127023931_nawaz_sharif.jpg
2 اکتوبر 2022,پاکستان کو 67 رنز سے شکست، انگلینڈ نے ٹی ٹوئنٹی سیریز جیت لی,https://ichef.bbci.co.uk/news/240/cpsprodpb/4580/production/_126929771_mediaitem126929770.jpg
2 اکتوبر 2022,وسعت اللہ خان کا کالم بات سے بات: آڈیو لیکس یا چور سپاہی کا کھیل,https://ichef.bbci.co.uk/news/240/cpsprodpb/EA85/production/_123673006_17369fc2-e8c7-4a56-ad57-568260eea5b1.jpg
2 اکتوبر 2022,اغوا برائے تاوان کی واردات جس نے پولیس کو شاطر بین الصوبائی گینگ تک پہنچا دیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/D068/production/_126925335_gettyimages-1149011845.jpg
2 اکتوبر 2022,پاکستان میں گیس کی فراہمی کا اہم منصوبہ ٹھپ کیوں پڑا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/14BD7/production/_126915948_e2c29682-eb55-4bba-943d-d1471b6afd20.jpg
2 اکتوبر 2022,کیا پاکستان چین سے قرضوں کی واپسی میں سہولت حاصل کرنے سے ہچکچا رہا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/268E/production/_126907890_003493449-1.jpg
1 اکتوبر 2022,گھوٹکی سندھ: توہین مذہب کے الزام میں معذور نوجوان قتل,https://ichef.bbci.co.uk/news/240/cpsprodpb/F368/production/_126921326_4289ed41-bc06-4e53-8128-66a3ca781175.jpg
1 اکتوبر 2022,پاکستان، ترکی اور آذربائیجان کا اتحاد جو انڈیا کو آرمینیا کے قریب لا رہا ہے,https://ichef.bbci.co.uk/news/240/cpsprodpb/BAEB/production/_126915874_d3de278a-0cc3-4e67-a4b4-fbda31153d75.jpg
1 اکتوبر 2022,’کوئی مرد عوامی مقام پر اتنی گھٹیا حرکت کیسے کر سکتا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/7ECD/production/_126916423_pakistan.jpg
1 اکتوبر 2022,کیریئر کاؤنسلنگ: ’بچہ غیر روایتی شعبہ چنے تو کہا جاتا ہے اس میں پیسہ نہیں ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/6D89/production/_126914082_mediaitem126914081.jpg
1 اکتوبر 2022,انڈیا سے کپاس کی درآمد پاکستانی ٹیکسٹائل شعبے کی مشکلات کم کر سکتی ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/17B9F/production/_122738179_mediaitem122738178.jpg
30 ستمبر 2022,آڈیو لیکس: ’اب کسی کو وزیر اعظم ہاؤس میں موبائل فون اور لیپ ٹاپ لے جانے کی اجازت نہیں ہو گی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/B652/production/_126847664_mediaitem126847661.jpg
15 اگست 2022,سٹیٹ بینک نے 75 روپے کے یادگاری نوٹ بطور کرنسی جاری کر دیے,https://ichef.bbci.co.uk/news/240/cpsprodpb/E98F/production/_126319795_c9dc4d35-fe6d-469b-bbcc-584f5ad77bb8.jpg
30 ستمبر 2022,گندم کی امدادی قیمت میں اضافہ: کیا ملک میں آٹے کی قیمت مزید بڑھے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/178A4/production/_126902469_mediaitem126902468.jpg
29 ستمبر 2022,ایون فیلڈ ریفرنس: مریم نواز کی بریت کا مسلم لیگ ن کو کیا فائدہ پہنچ سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/08BF/production/_126893220_mediaitem126893218.jpg
29 ستمبر 2022,شیشہ گھر: ’چاہتا ہوں لوگوں کو اینیمیشن بنانے کے لیے امریکہ نہ جانا پڑے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/15AD4/production/_126888788_p0d3d1kp.jpg
29 ستمبر 2022,’جانوروں کی طرح مار کر میرا شوہر کہتا کہ چلو کہیں باہر کھانا کھانے چلتے ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/AC1D/production/_126316044_353ff143-764d-4687-950d-38b23c37e59d.jpg
29 ستمبر 2022,ساجد سدپارہ: ’برفانی تودا گرنے کے باعث واپسی کا سفر خطرناک ہو چکا تھا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1A98/production/_126880860_mediaitem126880673.jpg
29 ستمبر 2022,بین الاقوامی مقابلے میں کباب اور پراٹھے بنا کر ایوارڈ جیتنے والی پاکستانی شیف,https://ichef.bbci.co.uk/news/240/cpsprodpb/0D3C/production/_126888330_mediaitem126887454.jpg
28 ستمبر 2022,کراچی: دندان ساز پر حملہ، چینی شہری ہلاک,https://ichef.bbci.co.uk/news/240/cpsprodpb/10F3E/production/_126883496_gettyimages-1242360174.jpg
28 ستمبر 2022,عمران خان کی سائفر سے متعلق آڈیو: ’ابھی تو میں کھیلا ہی نہیں، یہ ایکسپوز کریں گے تو کھیلیں گے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/0935/production/_126875320_fduusjdwqamohji.jpg
28 ستمبر 2022,ڈالر کی قیمت میں کمی کا وزیر خزانہ اسحاق ڈار کی واپسی سے کیا تعلق ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/2109/production/_126875480_mediaitem126875478.jpg
23 ستمبر 2022,سارہ انعام قتل کیس: ایاز امیر کا نام مقدمے سے خارج، شاہنواز امیر کے خلاف ناجائز اسلحے کا مقدمہ,https://ichef.bbci.co.uk/news/240/cpsprodpb/167AA/production/_126847029_55103da7-c26b-4463-a0ec-280eda6b0cad.jpg
27 ستمبر 2022,آخری واردات؟ عاصمہ شیرازی کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/8166/production/_126862133_mediaitem126862131.jpg
27 ستمبر 2022,’سنہرے دل کی مالک‘: اسلام آباد میں قتل ہونے والی ’اعلیٰ تعلیم یافتہ اور باصلاحیت‘ سارہ انعام کون تھیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/179F3/production/_126855769_mediaitem126848930.jpg
26 ستمبر 2022,’کوئی وائس چانسلر کسی سیاسی لیڈر کو اپنا قائد نہیں کہتا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/F45B/production/_126855526_8069d8e0-2663-4eba-be35-fbee95f40174.jpg
26 ستمبر 2022,ڈیجی ڈیف: قوتِ سماعت سے محروم سکینہ کا سٹارٹ اپ,https://ichef.bbci.co.uk/news/240/cpsprodpb/13992/production/_126847208_whatsappimage2022-09-26at12.16.37pm.jpg
26 ستمبر 2022,’مریم اورنگزیب کے لیے دل میں احترام اور بھی بڑھ گیا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/8E0C/production/_126846363_mediaitem126846262.jpg
26 ستمبر 2022,پاکستان کی سائبر سکیورٹی: پاکستان کی اہم شخصیات اور ان کے دفاتر کتنے محفوظ ہیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/6832/production/_126847662_mediaitem126847661.jpg
26 ستمبر 2022,بلوچستان میں فوجی ہیلی کاپٹر گر کر تباہ، دو میجرز سمیت چھ اہلکار ہلاک,https://ichef.bbci.co.uk/news/240/cpsprodpb/F662/production/_126847036_heli.jpg
26 ستمبر 2022,اسحاق ڈار کی بطور وزیر خزانہ واپسی کیا حکومت اور معیشت کو فائدہ پہنچا پائے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/B63E/production/_126845664_gettyimages-537579048.jpg
25 ستمبر 2022,چوتھا ٹی 20: انگلینڈ 163 پر آل آؤٹ، پاکستان نے آخری اوور میں سیریز برابر کر دی,https://ichef.bbci.co.uk/news/240/cpsprodpb/2A5C/production/_126844801_2945-2016-max.jpg
25 ستمبر 2022,وسعت اللہ خان کا کالم بات سے بات: وے سب توں سوہنیا، ہائے وے من موہنیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/EA85/production/_123673006_17369fc2-e8c7-4a56-ad57-568260eea5b1.jpg
25 ستمبر 2022,کے ٹو ایئر لفٹ: 'ماں کی یاد میں پہاڑ میں کھو گیا، جب بیٹوں کو دیکھا تو کلیجے میں ٹھنڈ پڑ گئی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/8E65/production/_126835463_pakistansnip.jpg
25 ستمبر 2022,غذر کا حسین گاؤں جسے ایک ناقابل تصور سیلابی ریلے نے چند لمحوں میں تباہ کر دیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/5B08/production/_126840332_ghizer5.jpg
25 ستمبر 2022,’اس سے اچھے تو وہ ملک ہیں جہاں بیوہ تو دور کی بات عورت کو کبھی بے گھر نہیں کرتے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/C610/production/_126840705_officerwidowsindhscreenblurred1664040596-0.jpg
25 ستمبر 2022,سوشل میڈیا پر آڈیو لیکس: پاکستان کی سائبر سکیورٹی ایک بار پھر زیر بحث,https://ichef.bbci.co.uk/news/240/cpsprodpb/7642/production/_126847203_mediaitem126840136.jpg
25 ستمبر 2022,جب انڈیا کی مدد سے بندوق کے سائے تلے ’بنگلہ دیش‘ کی پہلی عبوری حکومت قائم ہوئی,https://ichef.bbci.co.uk/news/240/cpsprodpb/1812C/production/_126840689_2574b7ae-74f6-47af-9027-40dba86e8b47.jpg
25 ستمبر 2022,’بچھو‘ کے لیے ایک معصوم اور بھولے بھالے چہرے کی تلاش تھی: طوبیٰ انور,https://ichef.bbci.co.uk/news/240/cpsprodpb/10470/production/_126827666_mediaitem126827663.jpg
25 ستمبر 2022,پاکستان میں سیلاب: ’امریکی امداد میں کمی کی وجہ تعلقات میں سردمہری نہیں، وسائل کا فقدان ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/04B3/production/_126830210_gettyimages-1243063866.jpg
24 ستمبر 2022,اٹک میں سکول سے احمدی طلبا بے دخل: ’ٹیچرز نے ہم سے بات کرنی بند کر دی تھی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/119CF/production/_126834127_gettyimages-1136538359.jpg
24 ستمبر 2022,ڈوبتے پاکستان میں خواجہ سراؤں کا خوف: محمد حنیف کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/F2B5/production/_126833126_gettyimages-939190252.jpg
23 ستمبر 2022,کامن ویلتھ گیمز میں تمغہ جیتنے والے پاکستانی پہلوان علی اسد کا ڈوپ ٹیسٹ مثبت آ گیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/3C02/production/_126826351_3dedbd54-7c37-438c-9860-29d2fcacb203.jpg
23 ستمبر 2022,سوشل میڈیا پر معروف مفتی مینک نے پاکستان کا دورہ کیوں کیا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/F30E/production/_126822226_muftimenk1.png
23 ستمبر 2022,’انجلینا جولی اور ترک فنکار سیلاب متاثرین کے پاس مگر پاکستانی فنکار کہاں ہیں؟‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/A4EE/production/_126822224_mediaitem126822413.jpg
23 ستمبر 2022,حامد خان کی عمران خان سے دوری اور دوبارہ قربت تک کا سفر,https://ichef.bbci.co.uk/news/240/cpsprodpb/2848/production/_126821301_02a439e4-b376-40ee-b53e-9b1ec5cbf98b.jpg
23 ستمبر 2022,’یہ ٹھیک ہی نہیں ہوتے، ہم کھانے کا بندوبست کریں یا ڈاکٹر کا انتظار‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/15C7C/production/_126821298_930aae27-68ce-4e4b-9c5d-5469ab4a7fe8.jpg
22 ستمبر 2022,’خان صاحب آپ معافی مانگ کر زیادہ خطرناک ہو جائیں گے‘ عمران خان کی عدالت میں پیشی کا احوال,https://ichef.bbci.co.uk/news/240/cpsprodpb/E4A3/production/_126813585_whatsappimage2022-09-22at5.12.06pm.jpg
22 ستمبر 2022,دادو کا باہمت شخص جس نے کشتی خرید کر دو ہزار افراد کو خود ریسکیو کیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/6810/production/_126804662_e6ecd31a-3266-4498-864c-11a5fc224bf4.jpg
22 ستمبر 2022,لیسٹر میں ہندو مسلم کشیدگی: ایک کرکٹ میچ کے بعد بات اتنی آگے کیسے پہنچی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/15AC2/production/_126807788_mediaitem126807334.jpg
22 ستمبر 2022,پولیس افسر کی ٹرانسفر کا معاملہ: سیاسی عدم استحکام پنجاب میں بیوروکریسی کو کیسے متاثر کر رہا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/9772/production/_126807783_mediaitem126806446.jpg
22 ستمبر 2022,’سیلاب سے متاثرہ لوگوں کو محسوس ہونا چاہیے کہ کھانا ان کے کسی پیارے نے بنایا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/14672/production/_126807538_mediaitem126807522.jpg
21 ستمبر 2022,سیلاب کے بعد خواتین خود گھروں کی مرمت کرنے پر مجبور,https://ichef.bbci.co.uk/news/240/cpsprodpb/15504/production/_126800378_p0d1npxb.jpg
21 ستمبر 2022,نیب آرڈیننس میں ترامیم: ’ادارہ نئے قانون پر من و عن عمل کرے گا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/F6B7/production/_126795136_mediaitem126787153.jpg
21 ستمبر 2022,’گرمی شدید تھی اور وقت کم مگر انجلینا بار بار خواتین سے بات کرنے رک جاتی تھیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1BBB/production/_126799070_286c41c27fcdd14967ff0992e819b2b82e1db987.jpg
21 ستمبر 2022,ایم کیو ایم کے لاپتہ کارکنوں کی لاشیں: ’لاشیں پھینکنے والے چاہتے تھے کہ گھر والوں کو فوراً مل جائیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/871C/production/_126788543_0685ca3e-8855-4fc3-9a5c-74b8981efcae.jpg
21 ستمبر 2022,کیا مودی سے ملاقات کے بعد صدر اردوغان کا لہجہ کشمیر پر نرم پڑا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/8E11/production/_126796363_120d95eb-e581-4a3a-bedb-891c496f009a.jpg
21 ستمبر 2022,ٹی ٹی پی کے حملوں میں تیزی: ’طالبان کے رویے سے لگتا ہے وہ جنگ بندی میں سنجیدہ نہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/17FB5/production/_126792289_b35fe164-72aa-493e-a870-249d2909a33d.jpg
21 ستمبر 2022,’ایس ایچ او صاحبان کا خیال تھا کہ میں رات کو گشت نہیں کروں گی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/10D55/production/_126794986_befunky-collage.jpg
21 ستمبر 2022,زیادہ دیر نہیں ہے اس لیے سب میری کال کا انتظار کریں: عمران خان,https://ichef.bbci.co.uk/news/240/cpsprodpb/B8DA/production/_126922374_mediaitem126922373.jpg
21 ستمبر 2022,چار برس قبل پارلیمان سے منظور ہونے والے ٹرانس جینڈر ایکٹ پر دوبارہ شور کیوں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/A9B9/production/_126794434_gettyimages-1306007036.jpg
20 ستمبر 2022,’بیٹے کو ڈرانے کے لیے اس پر تیل چھڑکا تھا، آگ کیسے لگی معلوم نہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/49A0/production/_126784881_gettyimages-1326573862.jpg
20 ستمبر 2022,صائم ایوب کا سعید انور سے موازنہ: ’دادا دیکھنا یہ لڑکا بڑا پلیئر بنے گا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/76D2/production/_126781403_mediaitem126784189.jpg
20 ستمبر 2022,دشت میں سیلاب: ’جہاں پتھر گرا ہے، وہیں میرا گھر تھا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/7F1A/production/_126783523_whatsappimage2022-09-20at1.48.07pm.jpg
20 ستمبر 2022,وہی خطرناک کھیل دوبارہ: عاصمہ شیرازی کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/64D0/production/_126780852_mediaitem121479178.jpg
20 ستمبر 2022,’آپ کے پاس نیوڈ آرٹ ہے تو میں 1700 ڈالرز تک قیمت ادا کر سکتا ہوں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/14852/production/_126805048_mediaitem126772556.jpg
20 ستمبر 2022,شدید سیلاب اور آئی ایم ایف پروگرام کے باوجود بیرونی ممالک پاکستان کو پیسہ کیوں نہیں دے رہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/175B3/production/_126776659_flood3.jpg
20 ستمبر 2022,ساجد میر جنھیں عالمی دہشتگرد قرار دینے کی کوشش کو چین نے ویٹو کیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/0362/production/_126766800_gettyimages-594334346.jpg
19 ستمبر 2022,سندھ کے سیلاب سے متاثرہ علاقوں میں قرضوں کی واپسی کیسے ہو گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/4912/production/_126760781_eed3fc7c633f46f424329231f0dcb83120786dd3.jpg
19 ستمبر 2022,’شادی سے انکار پر‘ بڈھ بیر میں دینی مدرسے کی معلمہ کا قتل، ملزم گرفتار,https://ichef.bbci.co.uk/news/240/cpsprodpb/13003/production/_126772877_gettyimages-177417670.jpg
19 ستمبر 2022,’ہمیں سیلاب سے مقابلے کا ہر طریقہ آتا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/2C02/production/_126766211_p0d16xk4.jpg
19 ستمبر 2022,’پیروں میں زخم، ہاتھوں پر چھالے لیکن مکان کی مرمت کے لیے مزدور لانے کے پیسے نہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/3B8E/production/_126764251_whatsappimage2022-09-18at5.46.18pm-2.jpg
18 ستمبر 2022,ریٹائر آپ ہو رہے ہو پاکستان نہیں: وسعت اللہ خان کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/16EB7/production/_126397839_2857a9b7-1aef-4873-b765-c87a48d3dd66.jpg
18 ستمبر 2022,جب انگلینڈ کے کرکٹرز نے پاکستانی امپائر کو اغوا کر لیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/4F29/production/_126756202_idrees1.jpg
18 ستمبر 2022,موئن جو دڑو: ’4500 سال پرانا نکاسی آب کا نظام سیلاب میں کام آ گیا`,https://ichef.bbci.co.uk/news/240/cpsprodpb/FD9D/production/_126752946_0e146eed-e681-42fe-b221-d89210e08d6c.jpg
17 ستمبر 2022,سندھ: سیلاب کے پانی سے سانپ نکل کر خیموں میں متاثرین کو کاٹ رہے ہیں,https://ichef.bbci.co.uk/news/240/cpsprodpb/165DF/production/_126751619_94ff5dd3-6cc2-4f95-bf7d-206fe0064216.jpg
17 ستمبر 2022,سیلاب کی وجہ سے بلوچستان میں سیب کے باغ تباہ,https://ichef.bbci.co.uk/news/240/cpsprodpb/DDE4/production/_126740865_mediaitem126740864.jpg
